key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
rayyan-185168896,"Microplastics, environment and child health",2021,1,1,Italian Journal of Pediatrics,,47,1,,"Street, M.E. and Bernasconi, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103373222&doi=10.1186%2fs13052-021-01034-3&partnerID=40&md5=8c3d0938eab7460c3b3cac7a2acf725e,,,,,"Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Ana""=>""Excluded"", ""Querusche""=>""Excluded""} | RAYYAN-LABELS: ANA: Title,QUE: Title | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-185168897,"Microplastic characteristics in organisms of different trophic levels from Liaohe Estuary, China",2021,1,1,Science of the Total Environment,,789,,,"Wang, F. and Wu, H. and Wu, W. and Wang, L. and Liu, J. and An, L. and Xu, Q.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107154497&doi=10.1016%2fj.scitotenv.2021.148027&partnerID=40&md5=0b768a0a383e0975c30b01afdd49b27c,,,,"Microplastics are a growing concern globally due to their small size and easy ingestion by terrestrial and aquatic organisms, resulting in potential adverse impacts on wildlife. However, current data regarding microplastics in wild organisms in different trophic levels is limited. This study investigated microplastic characteristics, including their abundance, size, shape and polymer type, in estuarine invertebrates and vertebrates. Resultantly, polyethylene (PE), polypropylene (PP), and polyethylene terephthalate (PET) were the predominant microplastics found, as confirmed by a Fourier transform infrared spectrometer (FT-IR). An average microplastic abundance of 0.83 Â± 0.99 to 3.87 Â± 2.18 items/individual was detected across all species, including sandworm, mollusks, crustacean and fish, but they were not found in all individuals. Microplastics ranged from 52 Î¼m to 5392 Î¼m in size, and the shapes were consisted of fiber, fragment, and pellet. Moreover, the detection ratio (91.95%) and abundance (3.34 Â± 2.17 items/individual) of microplastics in fish were significantly higher than in sandworm (42.86%, 0.88 Â± 1.04 items/individual), mollusks (66.97%, 1.42 Â± 1.41 items/individual) and crustaceans (66.66%, 1.33 Â± 1.32 items/individual) (p < 0.05). Furthermore, a positive relationship was identified between microplastic abundance and the trophic level of organisms. These findings imply that microplastics might transfer along the food chain and accumulate at organisms in higher trophic levels. Â© 2021 Elsevier B.V.","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Ana""=>""Excluded"", ""Querusche""=>""Excluded""} | RAYYAN-LABELS: ANA: Abstract,QUE: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-185168898,Polystyrene nanoplastics alter virus replication in orange-spotted grouper (Epinephelus coioides) spleen and brain tissues and spleen cells,2021,1,1,Journal of Hazardous Materials,,416,,,"Wang, Q. and Duan, X. and Huang, F. and Cheng, H. and Zhang, C. and Li, L. and Ruan, X. and He, Q. and Yang, H. and Niu, W. and Qin, Q. and Zhao, H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105900082&doi=10.1016%2fj.jhazmat.2021.125918&partnerID=40&md5=93f252185e9ee335b0bfd7eb3a5a95ce,,,,"Polystyrene nanoplastics (PS-NPs) are known to impair the function of the digestive system, intestinal flora, immune system, and nervous system of marine organisms. We tested whether PS-NPs influence viral infection of orange-spotted grouper (Epinephelus coioides). We found that grouper spleen (GS) cells took up PS-NPs at exposure concentrations of 5, 50, and 500 Î¼g/mL and experienced cytotoxicity at 50 and 500 Î¼g/mL concentrations. At 12 h after exposure to 50 Î¼g/mL of PS-NPs, the replication of Singapore grouper iridovirus (SGIV) and red-spotted grouper nervous necrosis virus (RGNNV) increased in GS cells after their invasion. Juvenile fish exposed to 300 and 3000 Î¼g/L of PS-NPs for 7 d showed PS-NPs uptake to the spleen and vacuole formation in brain tissue. Moreover, PS-NPs exposure accelerated SGIV replication in the spleen and RGNNV replication in the brain. PS-NP exposure also decreased the expression of toll-like receptor genes and interferon-related genes before and after virus invasion in vitro and in vivo, thus reducing the resistance of cells and tissues to viral replication. This is the first report that PS-NPs have toxic effects on GS cells and spleen and brain tissues, and it provides new insights into assessing the impact of PS-NPs on marine fish. Â© 2021 Elsevier B.V.","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Ana""=>""Included"", ""Querusche""=>""Included""} | RAYYAN-LABELS: ?,ANA: Fulltext,QUE: Fulltext | USER-NOTES: {""Querusche""=>[""agravo de doença encefálica causada por vírus""], ""Ana""=>[""Material suplementar, tem antes da infecção""]}",,
rayyan-185168899,"Corrigendum to â€œBisphenol A and its analogs in muscle and liver of fish from the North East Atlantic Ocean in relation to microplastic contamination. Exposure and risk to human consumersâ€ [J. Hazard. Mater. 393 (2020) 122419] (Journal of Hazardous Materials (2020) 393, (S0304389420304076), (10.1016/j.jhazmat.2020.122419))",2021,1,1,Journal of Hazardous Materials,,415,,,"Barboza, L.G.A. and Cunha, S.C. and Monteiro, C. and Fernandes, J.O. and Guilhermino, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103113565&doi=10.1016%2fj.jhazmat.2021.125654&partnerID=40&md5=5a97ec2f76efe8eea753886f1b6b5ae1,,,,"The authors regret that their paper titled â€œBisphenol A and its analogs in muscle and liver of fish from the North East Atlantic Ocean in relation to microplastic contamination. Exposure and risk to human consumersâ€ contains an error. Recently we have found that there was a mistake in calculation of EDI, THQ and HI values. As a consequence of these corrections, none of the bisphenol levels would lead to an exceedance of the EFSA Tolerable Daily Intake TDI (4 Î¼g/kg of body weight (BW) per day ). Contrary, all THQs and HIs are orders of magnitude below 1. We apologize for those errors and potential misleading to our readers. In order to result in a correct overall unit for EDI of Âµg/kg body weight/day (EFSA, 2015), the Eq. (1) was calculated as: [Formula presented] where EDIi is the total daily exposure of an individual i (Î¼g/kg body weight/day); Ci is the recommended dose of fish intake by an individual i per day (kg/person/day); Bf is the bisphenol concentration in the fish muscle (Î¼g/kg); BWi is the body weight of the individual i (kg). The calculation of the respective bisphenol dose, the BPA, BPB and BPE measured concentration in fish muscle (measured in dry weight) has been converted to the respective concentration of BPA, BPB and BPE in wet weight. In this way, the mean weekly fish consumption now corrected is based on fresh fish and not on dry weight. Table 5, should be as follows: See Table C1. Â© 2021 The Authors","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Ana""=>""Excluded"", ""Querusche""=>""Excluded""} | RAYYAN-LABELS: ANA: Title,Correction,QUE: Title | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-185168900,"Seasonal evidences of microplastics in environmental matrices of a tourist dominated urban estuary in Gulf of Mexico, Mexico",2021,1,1,Chemosphere,,277,,,"SÃ¡nchez-HernÃ¡ndez, L.J. and RamÃ­rez-Romero, P. and RodrÃ­guez-GonzÃ¡lez, F. and Ramos-SÃ¡nchez, V.H. and MÃ¡rquez Montes, R.A. and Romero-Paredes Rubio, H. and Sujitha, S.B. and Jonathan, M.P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103590569&doi=10.1016%2fj.chemosphere.2021.130261&partnerID=40&md5=1a524b9389ed5a7a0318ec36a616533f,,,,"The study evaluated the spatial and seasonal variations of microplastic abundances in water, sediments, and commercial fishes of a semi-urban tourist impacted estuary in the Gulf of Mexico, Mexico. The prevalence of microplastics (MPs) elucidated diffuse sources namely long-range transport, domestic, agricultural, fishing, industrial and recreational activities and the local climatic conditions. Seasonally, the mean abundances of MPs in both water and sediments were high during Nortes (strong winds) followed by the dry and rainy seasons. Overall, black and blue colored MPs dominated the region and all the recovered plastics were fibers. The commercial fishes (n = 187) contained 881 MPs in their gastrointestinal tracts, suggesting that the food web of the estuary is highly prone to microplastic contamination. SEM images of extracted plastic fibers presented surface morphologies that are impacted by physical strains. Further, the elemental characterization of fibers using EDX displayed significant peaks of Al, As, Cl, Cr, Cu, Pb, and Zn that were used as additives during the production of plastics. The main types of polymers included low-density polyethylene, polyester, polypropylene, polycarbonate, rayon, polyvinyl chloride, polyacrylonitrile, polyamide, nylon and polyethylene terephthalate. MP abundances demonstrated in this study elucidate that estuaries are a major conduit for land-derived plastics to the ocean and the results will aid in implementing remedial/clean up actions of the estuary for better conservation of the ecosystem. Â© 2021 Elsevier Ltd","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Ana""=>""Excluded"", ""Querusche""=>""Excluded""} | RAYYAN-LABELS: QUE: Title,ANA: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-185168901,Estimating marine plastic pollution from COVID-19 face masks in coastal regions,2021,1,1,Marine Pollution Bulletin,,168,,,"Chowdhury, H. and Chowdhury, T. and Sait, S.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105899628&doi=10.1016%2fj.marpolbul.2021.112419&partnerID=40&md5=629bf5e57b6dca828d343ae494d3dfc8,,,,"Face masks are playing an essential role in preventing the spread of COVID-19. Face masks such as N95, and surgical masks, contain a considerable portion of non-recyclable plastic material. Marine plastic pollution is likely to increase due to the rapid use and improper dispensing of face masks, but until now, no extensive quantitative estimation exists for coastal regions. Linking behaviour dataset on face mask usage and solid waste management dataset, this study estimates annual face mask utilization and plastic pollution from mismanaged face masks in coastal regions of 46 countries. It is estimated that approximately 0.15 million tons to 0.39 million tons of plastic debris could end up in global oceans within a year. With lower waste management facilities, the number of plastic debris entering the ocean will rise. Significant investments are required from global communities in improving the waste management facilities for better disposal of masks and solid waste. Â© 2021 Elsevier Ltd","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Ana""=>""Excluded"", ""Querusche""=>""Excluded""} | RAYYAN-LABELS: QUE: Title,ANA: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-185168902,Microplastics occurrence in the commercial Southeast Asian seafood and its impact on food safety and security: A review,2021,1,1,,,756,1,,"Sarijan, S. and Azman, S. and Said, M.I.M. and Andu, Y. and Zon, N.F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107237391&doi=10.1088%2f1755-1315%2f756%2f1%2f012008&partnerID=40&md5=fb2f169df885c1fc22113e496e8417dd,,,,"Microplastics are plastic particle with size less than 5 mm and omnipresent in the aquatic environment. The occurrence of microplastics in marine environments has been reported in many studies and recently extended to the freshwater ecosystem. To date, the increasing incidence of microplastic ingestion by various edible aquatic species has raised concern about its potential impact on food safety, food security, and human health. Therefore, this paper overviews the current knowledge on the occurrence of microplastics in edible fish and shellfish in the Southeast Asian region. The review also discussed the research findings on the adverse effects of contaminated seafood with microplastics to human health. Â© 2021 Institute of Physics Publishing. All rights reserved.","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Ana""=>""Excluded"", ""Querusche""=>""Excluded""} | RAYYAN-LABELS: QUE: Title,ANA: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-185168903,Microplastic evacuation in fish is particle size-dependent,2021,1,1,Freshwater Biology,,66,5,926-935,"Roch, S. and Ros, A.F.H. and Friedrich, C. and Brinker, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101054834&doi=10.1111%2ffwb.13687&partnerID=40&md5=bf16db04911b58e232a8542265f0a827,,,,"The pollution of aquatic systems with microplastics (MPs) affects marine and freshwater fish species worldwide. However, little is known about the size-dependent retention time of these inert particles. To approach this question, the retention time of MP particles was examined in two freshwater fish species with distinct differences in gastrointestinal morphology: rainbow trout (Oncorhynchus mykiss) with a true stomach, and stomachless common carp (Cyprinus carpio). A special diet was developed that contained environmentally relevant concentrations of MPs with sizes ranging from 20 to 1,000Â Âµm. The two species were exposed to three different concentrations and numbers of retained particle were determined up to 72Â hr after administration. The results revealed significant differences in retention time between large and small MP particles in rainbow trout, in which the T50 value (time for 50% of particles to be evacuated) ranged from 12.1Â hr for 42.7Â Âµm particles to 4.0Â hr for 1,086Â Âµm particles. In contrast, the differences observed between sizes in common carp were considerably smaller, with T50 ranging from 7.3Â hr for 42.7Â Âµm particles to 4.6Â hr for 1,086Â Âµm particles. It is therefore concluded that large particles in rainbow trout must be actively transported out of the stomach, as the evacuation times are significantly shorter than those for food. Small particles, however, are passively excreted with the chyme. In common carp, the evacuation rates of all particle sizes were in the range of that for food, suggesting a passive excretion. The results are particularly relevant in the contexts of particle transfer through the food chain, the release of toxic chemicals, and the translocation into tissues and organs. For this reason, it is essential that the particle size is given more consideration in future studies of microplastics in aquatic environments. Â© 2021 The Authors. Freshwater Biology published by John Wiley & Sons Ltd.","Cited By :1 | RAYYAN-INCLUSION: {""Ana""=>""Excluded"", ""Querusche""=>""Excluded""} | RAYYAN-LABELS: !,ANA: Fulltext,QUE: Fulltext | RAYYAN-EXCLUSION-REASONS: 5 - Outcome",,
rayyan-185168904,Microplastics contamination in commercial marine fish from the Bay of Bengal,2021,1,1,Regional Studies in Marine Science,,44,,,"Ghosh, G.C. and Akter, S.M. and Islam, R.M. and Habib, A. and Chakraborty, T.K. and Zaman, S. and Kabir, A.H.M.E. and Shipin, O.V. and Wahid, M.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102634181&doi=10.1016%2fj.rsma.2021.101728&partnerID=40&md5=e0e3ab667f6892e491596a231552a8ce,,,,"This study investigated the abundance and characteristics of microplastics in commercial fish species from the Bay of Bengal, off the coast of Bangladesh. The gastrointestinal tracts of 100 individuals from 10 species of commercial marine fish were examined for microplastics. Microplastics were detected in all species. A total of 215 microplastics were recovered with an average abundance in the range of 2.2 Â± 0.89 microplastics per individual. Five types of microplastics were found: fibers, films, fragments, foams, and granules, which accounted for 53.4%, 40%, 3.3%, 1.9%, and 1.4% of the total, respectively. Among the identified microplastics, green (39%) was the most dominant color, and < 500Î¼m (85%) size was the most dominant. Polymers were polyethylene (55%), polypropylene (33%), polyester (6%), polyurethane (2%), ethylene propylene diene monomer (2%), and styrene butadiene rubber (2%). The study results show the common incident of microplastics in fish and open the way for further studies to better explain factors influencing the occurrence of microplastics in fish in the Bay of Bengal and risk assessment. Â© 2021 Elsevier B.V.","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Ana""=>""Excluded"", ""Querusche""=>""Excluded""} | RAYYAN-LABELS: QUE: Title,ANA: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-185168905,Disposal behavior of used masks during the covidâ€19 pandemic in the moroccan community: Potential environmental impact,2021,1,1,International Journal of Environmental Research and Public Health,,18,8,,"Mejjad, N. and Cherif, E.K. and Rodero, A. and Krawczyk, D.A. and Kharraz, J.E. and Moumen, A. and Laqbaqbi, M. and Fekri, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104467493&doi=10.3390%2fijerph18084382&partnerID=40&md5=c980d3d996847836f08ac8e0c69fc72b,,,,"The spread of coronavirus diseaseâ€2019 (COVIDâ€19) levied on the Moroccan authorities to increase their mask production capacity, which reached up to 12 million facemask units produced per day. This increase in personal protective equipment (PPE) production and consumption is an efficient tool to address the spread of COVIDâ€19. However, this results in more plastic and micro-plastic debris being added into the land and marine environments, which will harm the ecosystem, wildlife, and public health. Such a situation needs deep individual behavior observation and track-ing, as well as an assessment of the potential environmental impact of this new type of waste. For this reason, we assessed the Moroccan populationâ€™s behavior regarding the use and disposal of facemasks and gloves. An exploratory survey was prepared and shared via social media and email with the population of Rabatâ€SalÃ©â€KÃ©nitra and Casablancaâ€Settat regions. Additionally, we calcu-lated the estimated number and weight of daily and weekly PPE used and generated by the studied regions. The survey showed that 70% of the respondents threw their discarded masks and gloves in house trash or trash bins after their first use, whereas nearly 30% of respondents admitted that they did not wear masks because they did not leave their homes during the lockdown, while from the 70% of facemask users, more than five million (equivalent to 40,000 kg) of facemasks would be generated and disposed of daily by the community of these regions, which presents 35% of the total engendered facemask waste in Morocco. Accordingly, the environment impact of facemasks showed that the greenhouse gas footprint is about 640 kT CO2 eq./year for the whole of Morocco, while the energy footprint is around 60,000 GWh/year. Furthermore, an urgent multidisciplinary environmental assessment of the potential impact of PPE must be conducted among the 12 Moroccan regions. This study demonstrated the real impact of the COVIDâ€19 PPE on human behavior and the environment and suggests a need for providing new didactic management of facemasks and gloves. Â© 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Ana""=>""Excluded"", ""Querusche""=>""Excluded""} | RAYYAN-LABELS: QUE: Title,ANA: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
