key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
rayyan-684570793,Fate of recycled tyre granulate used on artificial turf,2021,1,1,Environmental Sciences Europe,,33,1,,"Verschoor, A.J. and van Gelderen, A. and Hofstra, U.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102055314&doi=10.1186%2fs12302-021-00459-1&partnerID=40&md5=2778ff228d9a68b6cb660236969dcac8,,,,"The production of granulates as infill for artificial turf is able to process 21% of the end-of-life tyres in Europe, approximately 600 million kg per year. In doing so it avoids an annual CO2 emission comparable with the amount that could be absorbed byÂ around 30 km2 of forest. However, dispersal of rubber infill to the environment is perceived as a problem. An amount of 3000â€“5000Â kg granulate per field per year is currently used as underpinning for a European proposal to ban rubber infill as part of the intended restriction on intentionally added microplastics in 2021. By reviewing grey research reports, we found out that the dispersal rates are based on the false assumption that the annual granulate demand for refilling is necessary because of granulate losses to the environment. However, it has been ignored that part of the refill is needed because the infill layer settles and becomes more dense (compaction) and that part of the lost infill is collected and reused on the fields. In combination with unawareness and improper piling of snow in the past, these are the causes of the high estimates of infill dispersal per year. This paper shows the current state-of-knowledge about ELT granulate dispersal and shows that approximately 600â€“1200Â kg refill is required annually to compensate for compaction and for some infill waste on pavements and in drainage sinks. Recommended mitigation measures are containment through optimized field and drainage construction, suitable maintenance equipment and practices and good-housekeeping rules for players and groundkeepers and handling end-of-life pitches. If these recommendations are implemented, the emission of ELT granulates to the environment can be reduced to virtually zero. Â© 2021, The Author(s).","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Gabriel""=>""Excluded""} | RAYYAN-LABELS: QUE: Title,GAB: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-684570794,Plastic ingestion by Arctic fauna: A review,2021,1,1,Science of the Total Environment,,786,,,"Collard, F. and Ask, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105580252&doi=10.1016%2fj.scitotenv.2021.147462&partnerID=40&md5=519b52c0115c6b9c9a935b6f1b29d776,,,,"The distribution of marine plastic litter is unequal around the world, some areas being more polluted. Given that the Arctic is not a highly populated area, very low levels of plastics are expected. However, the Arctic is not significantly less polluted than populated areas further south. Plastic has already been found in most compartments of the Arctic Ocean and climate change will likely exacerbate that issue due to sea ice melting and increasing maritime activities. The Arctic fauna is, and will be, increasingly exposed to the plastic pollution threat in the coming years and decades. The objective of this review is providing a summary of existing data, as well as perspectives and important knowledge gaps regarding plastic ingestion by Arctic fauna. Among other knowledge gaps, we highlighted the need for a species for biomonitoring of plastic pollution in the Arctic, i.e. the northern fulmar and/or the polar cod, for more data in fauna from the Russian and European Arctic and for experimental studies on impacts of plastic ingestion on Arctic species. Â© 2021 The Authors","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Gabriel""=>""Excluded""} | RAYYAN-LABELS: GAB: Title,QUE: Title | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-684570795,Transport and accumulation of microplastics through wastewater treatment sludge processes,2021,1,1,Chemosphere,,278,,,"Alavian Petroody, S.S. and Hashemi, S.H. and van Gestel, C.A.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103793301&doi=10.1016%2fj.chemosphere.2021.130471&partnerID=40&md5=73bc712431eac5d89b09d9eff2ed832c,,,,"Wastewater treatment plants (WWTPs) are important routes for releasing microplastics into the environment, with the produced sludge acting as a recipient of microplastics from wastewater. There is little information on the impact of sludge processes on the number of microplastics in sludge. In this study, the presence of microplastics in sludge produced by the Sari WWTP in northern Iran was investigated. Samples were taken in 3 replications and microplastics larger than 37 Î¼m were extracted. The sludge from primary settling tank, clarifier, after sludge thickener and after aerobic digester, and after dewatering contained 214, 206, 200, 238, and 129 microplastics/g dry weight, respectively. According to the amount of sludge produced for each unit, this equals 280, 362, 599, 601, and 276 million microplastics/day, respectively, of which more than 85% were fibers. The numbers of microplastics in the sludge from the output of the sludge thickener and the aerobic digester did not significantly differ. However, their numbers decreased by more than 50% after dewatering, probably due to the destruction of flocs in the digestive process and the release of attached microplastics, which are returned into the wastewater treatment process with the rejected water. Polyester and polyethylene were the predominant types of fibers and particles, respectively. Given the annual amount of sludge produced, more than 100 billion microplastics enter the environment per year. Wastewater sludge, therefore, is an important source for the emission of microplastics, especially fibers, to the environment, warranting further evaluation of the associated environmental hazards. Â© 2021 Elsevier Ltd","Cited By :1 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Gabriel""=>""Excluded""} | RAYYAN-LABELS: QUE: Title,GAB: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-684570796,Ingestion of plastic and non-plastic microfibers by farmed gilthead sea bream (Sparus aurata) and common carp (Cyprinus carpio) at different life stages,2021,1,1,Science of the Total Environment,,782,,,"Savoca, S. and MatanoviÄ‡, K. and D'Angelo, G. and Vetri, V. and Anselmo, S. and Bottari, T. and Mancuso, M. and KuÅ¾ir, S. and SpanÃ², N. and Capillo, G. and Di Paola, D. and ValiÄ‡, D. and GjurÄeviÄ‡, E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104083833&doi=10.1016%2fj.scitotenv.2021.146851&partnerID=40&md5=b3afc442a3ddf568edc259504c5f87d8,,,,"Environmental pollution by plastic particles is of major global concern, as a potential threat to aquatic organisms and ecosystems. The accumulation of microplastics in freshwater and marine environments has strong ecological implications due to their long persistence, potential toxicity, and ability to adsorb other pollutants, acting as vectors of pathogens. Nevertheless, while the number of studies on the presence of microplastics in the wild fish increased, less attention has been paid to the farmed fish species. Here, we investigated the occurrence of microparticles in the digestive tracts of Sparus aurata and Cyprinus carpio at different life stages and reared by an intensive and semi-intensive production system, respectively. Our results showed the presence of natural microfibers and microplastics, with microfibers (~ 90%) being the dominant type. In both fish species, the presence of microparticles was not revealed at larval stage. Fry and adult S. aurata specimens showed microfiber abundances of 0.21 and 1.3 items/individual, respectively. A lower load of microparticles (p < 0.05) occurred in fry (0.06 items/individual) and adult C. carpio specimens (0.25 items/individual). As to the chemical composition of the micro-items, natural (20%), semi-synthetic (28%), and single or blended synthetic fibers (52%) were identified in S. aurata. Linen, rayon, lyocell, cotton: polyester and polyester (12.5% concentration for each polymer) fibers were identified in C. carpio, while PTFE (37.5%) was present as fragments. Rayon was the most frequent chemical type (21.2%). The polymer composition of the extracted microparticles showed significant differences between the fish species analysed (p < 0.05). Notably, a considerably lower contamination level of synthetic polymers (average 0.11 items/individual) was detected in the farmed fishes compared with the data obtained in other studies on feral ones. To the best of our knowledge, this is the first study reporting the plastic and the non-plastic microfiber contamination in the farmed S. aurata and C. carpio at different life stages. Â© 2021","Cited By :1 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Gabriel""=>""Excluded""} | RAYYAN-LABELS: GAB: Abstract,QUE: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-684570797,Adverse effects polystyrene microplastics exert on zebrafish heart â€“ Molecular to individual level,2021,1,1,Journal of Hazardous Materials,,416,,,"Dimitriadi, A. and Papaefthimiou, C. and Genizegkini, E. and Sampsonidis, I. and Kalogiannis, S. and Feidantsis, K. and Bobori, D.C. and Kastrinaki, G. and Koumoundouros, G. and Lambropoulou, D.A. and Kyzas, G.Z. and Bikiaris, D.N.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105289920&doi=10.1016%2fj.jhazmat.2021.125969&partnerID=40&md5=702f4fc39bb5f11083ed5c5a66424a47,,,,"In the present study the effects of sublethal concentrations of polystyrene microplastics (PS-MPs) on zebrafish were evaluated at multiple levels, related to fish activity and oxidative stress, metabolic changes and contraction parameters in the heart tissue. Zebrafish were fed for 21 days food enriched with PS-MPs (particle sizes 3â€“12 Âµm) and a battery of stress indices like DNA damage, lipid peroxidation, autophagy, ubiquitin levels, caspases activation, metabolite adjustments, frequency and force of ventricular contraction were measured in fish heart, parallel to fish swimming velocity. In particular, exposure to PS-MPs caused significant decrease in heart function and swimming competence, while enhanced levels of oxidative stress indices and metabolic adjustments were observed in the heart of challenged species. Among stress indices, DNA damage was more vulnerable to the effect of PS-MPs. Our results provide evidence on the multiplicity of the PS-MPs effects on cellular function, physiology and metabolic pathways and heart rate of adult fish and subsequent effects on fish activity and fish fitness thus enlightening MPs characterization as a potent environmental pollutant. Â© 2021 Elsevier B.V.","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Querusche""=>""Included"", ""elisa.calcagnotto""=>""Included"", ""Gabriel""=>""Excluded""} | RAYYAN-LABELS: GAB: Fulltext,QUE: Fulltext | RAYYAN-EXCLUSION-REASONS: 5 - Outcome | USER-NOTES: {""elisa.calcagnotto""=>[""swimming performance: behaviour""]}",,
rayyan-684570798,Polystyrene microplastics-triggered mitophagy and oxidative burst via activation of PERK pathway,2021,1,1,Science of the Total Environment,,781,,,"Pan, L. and Yu, D. and Zhang, Y. and Zhu, C. and Yin, Q. and Hu, Y. and Zhang, X. and Yue, R. and Xiong, X.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103689635&doi=10.1016%2fj.scitotenv.2021.146753&partnerID=40&md5=db7352ac62056ab34c86cff2617b384d,,,,"Worldwide annual production of plastics is estimated to be >300 million tons. Plastic debris in aquatic environment can degrade into micro/nanoplastics, leading to biopersistence, bioaccumulation, and toxicity. Here, we determined the potential hepatotoxicity of polystyrene (PS) microplastics at an environmental relevant level. The results reveal that oral administration of PS (diameter 5 Î¼m, exposure doses of 0.1 mg/day) notably triggered endoplasmic reticulum (ER) stress in the liver as evidence by activation of the eIF2Î±-ATF4-C/EBP homologous protein (CHOP) axis. Moreover, relief of ER stress by 4-phenylbutyric acid (4pba) effectively inhibited PS (0.5 mg/mL)-induced apoptosis in L02 hepatocytes, and similar results were in cells with protein kinase RNA-like ER kinase (PERK) gene silencing. After PS treatment, PERK knockdown positively regulated Bcl2 expression, accompanied with decreased expression of Bax and Cytochrome C (Cyt C). Furthermore, we also found that PS significantly induced excessive reactive oxygen species (ROS) and decreased mitochondrial membrane potential (MMP) and these effects were significantly suppressed by PERK gene silencing. Meanwhile, the results showed that suppression of PERK hyperactivation could improve cell survival, accompanied by inhibition of parkin-mediated mitophagy induced by PS in vitro. Overall, these data demonstrated that ER stress induced by PS is the cause of hepatocyte mitophagy and oxidative stress. Additionally, the regulation of PERK signaling may be crucial in PS exposure-induced hepatotoxicity. This investigation provided basic toxicological data toward elucidating the impacts of microplastics on mammals. Â© 2021 Elsevier B.V.","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Gabriel""=>""Excluded""} | RAYYAN-LABELS: GAB: Fulltext,QUE: Fulltext | RAYYAN-EXCLUSION-REASONS: 2 - Population",,
rayyan-684570799,Microplastics in fresh and processed mussels sampled from fish shops and large retail chains in Italy,2021,1,1,Food Control,,125,,,"Nalbone, L. and Cincotta, F. and Giarratana, F. and Ziino, G. and Panebianco, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101876842&doi=10.1016%2fj.foodcont.2021.108003&partnerID=40&md5=3cc3c150653fecd72c369ad1e5612f31,,,,"During the last decade, the environmental impact of microplastics has aroused concerns since they are small enough to be ingested by living organisms intended for human consumption. In this study, the presence of microplastics was investigated in three mussel species sourced from various retailers in Italy, supplied as a fresh or processed product. The exposure to polychlorinated biphenyls (PCBs) and polycyclic aromatic hydrocarbons (PAHs) was empirically assessed relating to the potential weight of plastic ingested with a mussel portion. The mussel samples were digested using a solution of hydrogen peroxide 30% Vol. and a density separation was performed adding a concentrated saline solution. The filtered samples were analysed under a stereomicroscope and the chemical composition of the visually sorted items was investigated by FT-IR spectroscopy. A significantly higher number of items was found in fresh mussels (0.20 Â± 0.24 items/g w.w.; 0.40 Â± 0.47 items/individual) than in processed ones (0.9 Â± 0.10 items/g w.w.; 0.17 Â± 0.19 items/individual). Several plastic polymers were identified by FT-IR and polyethylene was the dominant type. European shellfish consumers could be exposed up to ~585 MP/year and ~253 MP/year by the consumption of fresh and processed mussels, respectively. A portion of fresh and processed mussels contaminated with MPs would contribute only minimally to daily human exposure to PCBs and PAHs. The sources of microplastics in store-bought mussels may be several and related to the contamination along the food production chain. In this regard, further studies are needed to properly assess and manage the risk of microplastics in food. Â© 2021 Elsevier Ltd","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Gabriel""=>""Excluded""} | RAYYAN-LABELS: GAB: Abstract,QUE: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-684570800,What's in the soup? Visual characterization and polymer analysis of microplastics from an Indonesian manta ray feeding ground,2021,1,1,Marine Pollution Bulletin,,168,,,"Argeswara, J. and Hendrawan, I.G. and Dharma, I.G.B.S. and Germanov, E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105425857&doi=10.1016%2fj.marpolbul.2021.112427&partnerID=40&md5=ac4929a12caa43235505dc0c871b61d1,,,,"Plastics in marine environments vary in their physical and chemical properties, influencing their risk to biota once ingested. Manta rays are large filter-feeders that ingest plastics. To assess this risk, we characterized the plastics in a critical feeding habitat off Nusa Penida, Indonesia. We examined the color and polymer composition of sampled small-sized plastics (<30 mm). Plastics were mostly secondary microplastics and transparent (46%), white/off-white (24%), and blue/green (22%). Fourier transform infrared spectroscopy of plastics grouped according to type (films, fragments, foam, or lines) and color indicated that most plastics were polyethylene (PE) or polypropylene (PP) (99%), with the remainder polystyrene and polyester. Visual characterization aligned with single polymer composition in seven out of ten groups. Although PE and PP have relatively low toxicity compared to other plastics, their composing monomers and associated pollutants and microbes are of concern to manta rays and other marine biota. Â© 2021 Elsevier Ltd","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Gabriel""=>""Excluded""} | RAYYAN-LABELS: GAB: Abstract,QUE: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-684570801,Thinner and longer working distance light sheet illumination and microscopic imaging,2021,1,1,IEEE Journal of Selected Topics in Quantum Electronics,,27,4,,"Gu, P. and Huang, Z. and Ping, M. and Li, W. and Xiang, M. and Feng, X. and Kuang, D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086593342&doi=10.1109%2fJSTQE.2020.2996606&partnerID=40&md5=5624621f07400ecd15f867b7bac35c73,,,,"Light sheet fluorescence microscopy has become a basic tool in biology and medical research with its fast imaging speed, low phototoxicity and high spatiotemporal resolution. Here, we report a novel method to generate multiplane parallel light sheets with a micro structure named isosceles triangular array. The thickness of light sheet in each plane can approach 3.12 Î¼m along with the working distance of 152.20 Î¼m directly generated with the isosceles triangular array. We experimentally recorded the multiplane parallel light sheets illumination, which is consistent with the corresponding simulation by using ray-tracing method. To evaluate the imaging quality, we compared the light field generated with and without projected phase mask onto the spatial light modulator by using polystyrene fluorescent microspheres nanoparticles and transgenic zebrafish. This study provides a potential method for the building of volumetric imaging light sheet fluorescence microscopy with high resolution and low phototoxicity. Â© 1995-2012 IEEE.","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Gabriel""=>""Excluded""} | RAYYAN-LABELS: GAB: Abstract,QUE: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-684570802,Assessment of biological effects and harm to Japanese medaka due to carbonized carbon fibers generated by a pyrolysis carbon fiber recycling process,2021,1,1,Journal of Material Cycles and Waste Management,,23,3,1071-1080,"Ueda, H. and Fukuta, R. and Ohno, T. and Moriyama, A. and Himaki, T. and Iwahashi, H. and Moritomi, H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101250207&doi=10.1007%2fs10163-021-01191-x&partnerID=40&md5=2848fc64cc366c22fcd044076c7d8c0c,,,,"Carbon-fiber-reinforced plastics (CFRPs) are used as structural materials in the aircraft and automotive industries owing to their lightweight and high strength. With increasing global demand for CRFPs, their application as an alternative to metals is expected to expand to several other fields. Consequently, carbon fiber (CF) products, such as CFRPs, have been attracting attention, and are used worldwide. However, there is little scientific evidence on the safety of CFs. In addition, problems similar to those caused by microplastics will ultimately arise if milled CFs or CF dust are released into the aquatic environment. Therefore, on the basis of existing microplastics studies, we conducted a CF ecotoxicity experiment using Japanese medaka and confirmed that the medaka were harmed by fine CF particles in an aquatic environment under static conditions, such as stagnant water, although the CFs themselves did not exhibit notable toxicity. It is possible that the rate of infection by microorganisms increased as a result. Â© 2021, Springer Japan KK, part of Springer Nature.","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Gabriel""=>""Excluded""} | RAYYAN-LABELS: GAB: Abstract,QUE: Abstract | RAYYAN-EXCLUSION-REASONS: 3 - Intervention",,
