key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
rayyan-684570267,Migration of (non-) intentionally added substances and microplastics from microwavable plastic food containers,2021,1,1,Journal of Hazardous Materials,,417,,,"He, Y.-J. and Qin, Y. and Zhang, T.-L. and Zhu, Y.-Y. and Wang, Z.-J. and Zhou, Z.-S. and Xie, T.-Z. and Luo, X.-D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106252161&doi=10.1016%2fj.jhazmat.2021.126074&partnerID=40&md5=313d2f68c4206ba1d2cf21baf89ef97b,,,,"Microwavable plastic food containers (MPFCs) are extensively used for food storage, cooking, rapid heating and as take-out containers. There is an urgent need to investigate whether MPFCs pose potential health risks, as a result of the migration of chemicals into foods. Herein, 42 intentionally added substances (IAS) and > 100 non-IAS (NIAS) migrating from MPFCs were identified in food simulants according to Regulation (EU). The migration of major IAS and NIAS was higher in 95% ethanol compared to other simulants, and gradually decreased following repeated use. NIAS, including Cramer class III toxic compounds, such as PEG oligomers of N,N-bis(2-hydroxyethyl) alkyl(C8â€“C18)amines, isomers of hexadecanamide and oleamide, and Irgafos 168 OXO were detected and exceeded the recommended limits in some MPFCs. Furthermore, microplastics (MPs) were detected with high values of over one million particles/L in some MPFCs in a single test, and migration behaviors of MPs in different MPFCs were diverse. Surprisingly, this rigorous migration might result in an annual intake of IAS/NIAS up to 55.15 mg and 150 million MPs particles if take-out food was consumed once a day. Multi-safety evaluation studies on the migration of various chemicals from MPFCs to foodstuffs during food preparation should be assessed. Â© 2021 Elsevier B.V.","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Matheus""=>""Excluded""} | RAYYAN-LABELS: QUE: Title,MAT: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-684570268,Airborne microplastics in indoor and outdoor environments of a coastal city in Eastern China,2021,1,1,Journal of Hazardous Materials,,417,,,"Liao, Z. and Ji, X. and Ma, Y. and Lv, B. and Huang, W. and Zhu, X. and Fang, M. and Wang, Q. and Wang, X. and Dahlgren, R. and Shang, X.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105879466&doi=10.1016%2fj.jhazmat.2021.126007&partnerID=40&md5=80eff146ffcbecc5970fca5d67aa7478,,,,"Microplastics (MPs) in marine and terrestrial environments have been intensively studied, but the dynamics of airborne MPs remains limited. Existing studies on atmospheric MPs are mostly derived from collection of atmospheric deposition, whereas direct measurements of airborne MPs are scarce. However, the abundance of airborne MPs is more relevant for evaluating human inhalation exposure risk. Herein, airborne MPs in indoor and outdoor environments from urban and rural areas of a coastal city in eastern China were investigated. MP concentrations (meanÂ±SD) in indoor air (1583 Â± 1180 n/m3) were an order of magnitude higher than outdoor air (189 Â± 85 n/m3), and airborne MP concentrations in urban areas (224 Â± 70 n/m3) were higher than rural areas (101 Â± 47 n/m3). MPs smaller than 100 Âµm dominated airborne MPs, and the predominant shape of airborne MPs was fragments, as opposed to fibers. The larger MP size fractions contained a higher proportion of fibers, whereas the smaller size fractions were nearly exclusively composed of fragments. The health risk caused by ubiquitous airborne MPs should not be discounted as the maximum annual outdoor exposure of airborne MPs can reach 1 million/year, while indoor exposure may be even higher due to higher indoor airborne MP concentrations. Â© 2021 Elsevier B.V.","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Matheus""=>""Excluded""} | RAYYAN-LABELS: QUE: Title,MAT: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-684570269,Multiple endpoints of polylactic acid biomicroplastic toxicity in adult zebrafish (Danio rerio),2021,1,1,Chemosphere,,277,,,"Chagas, T.Q. and Freitas, Ã.N. and MontalvÃ£o, M.F. and Nobrega, R.H. and Machado, M.R.F. and Charlie-Silva, I. and AraÃºjo, A.P.D.C. and GuimarÃ£es, A.T.B. and Alvarez, T.G.D.S. and Malafaia, G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103592469&doi=10.1016%2fj.chemosphere.2021.130279&partnerID=40&md5=bca43daefb58a75a06389cb9dd200caa,,,,"Although the toxicity of conventional microplastic types (i.e., petroleum derivatives) in different organisms is already known, knowledge about the effects of alternative biopolymers on aquatic vertebrates remains incipient. Thus, the aim of the present study is to test the hypothesis that the exposure of adult Danio rerio individuals to this pollutant for 30 days is enough to cause polylactic acid biomicroplastics (BioMPs of PLA) accumulation in their bodies, which leads to behavioral/neurotoxic, biochemical, and morphological changes. Based on our results, PLA BioMPs at concentrations of 2.5 and 5 mg/L accumulated in the liver, brain, gills and carcass of the assessed animals. However, such an accumulation was not able to cause locomotor damages or to trigger anxiety-like behavior in them. On the other hand, it was enough to cause behavioral changes (in shoal) predictive of co-specific social interaction and anti-predatory defensive response deficit likely related to cholinergic changes inferred by increased acetylcholinesterase activity and REDOX imbalance. This imbalance was featured by increased production of reactive species. We observed that the treatments have affected animalsâ€™ pigmentation pattern. Therefore, our study highlights the toxicological potential of the herein assessed biopolymer, and this finding puts in check the innocuousness of this material, as well as expands our knowledge about how PLA BioMPs can affect the ichthyofauna in freshwater environments. Â© 2021 Elsevier Ltd","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Querusche""=>""Included"", ""Matheus""=>""Included""} | RAYYAN-LABELS: MAT: Fulltext,QUE: Fulltext",,
rayyan-684570270,"Dietary pomegranate (Punica granatum) peel mitigated the adverse effects of silver nanoparticles on the performance, haemato-biochemical, antioxidant, and immune responses of Nile tilapia fingerlings",2021,1,1,Aquaculture,,540,,,"Hamed, H.S. and Abdel-Tawwab, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103977860&doi=10.1016%2fj.aquaculture.2021.736742&partnerID=40&md5=8506c4f73ef8c8be24c9b3a6e899fefa,,,,"The present study investigated the adverse effects of silver nanoparticles (AgNPs) on haemato-biochemical, oxidant/antioxidant, and immunological responses of Nile tilapia (Oreochromis niloticus) as well as the beneficial roles of pomegranate (Punica granatum) peel (PP) powder to mitigate these effects. Fish (29.6â€“31.5 g) were fed on diets supplemented with PP at levels of 0.0% (control), 3%, and 5% and exposed to sub-lethal levels of AgNPs (0.0 and 2.0 mg/L) for six weeks. The results showed that AgNPs exposure alone significantly suppressed the fish growth and elevated stress biomarkers (blood glucose and cortisol), induced liver damage (alanine and aspartate aminotransferases), and renal failure (creatinine and uric acid). Additionally, AgNPs exposure significantly decreased serum immune parameters (lysozyme activity, respiratory burst activity, and total immunoglobulin) and affected hepatic and renal oxidant/antioxidant biomarkers (superoxide dismutase, catalase, malondialdehyde, and reduced glutathione). Dietary supplementation of PP powder alone reduced the fish performance but markedly enhanced antioxidant and immunological activities. Additionally, dietary PP powder significantly mitigated AgNPs-induced effects, attenuating hepato-renal damage, oxidative stress, and immunity biomarkers. In conclusion, AgNPs adversely affected the performance of Nile tilapia; however, dietary supplementation of 5% PP powder effectively mitigated the oxidative stress and immune suppression resulted from AgNPs exposure. Â© 2021 Elsevier B.V.","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Matheus""=>""Excluded""} | RAYYAN-LABELS: MAT: Abstract,QUE: Abstract | RAYYAN-EXCLUSION-REASONS: 3 - Intervention",,
rayyan-684570271,Microplastic contamination in tropical fishes: An assessment of different feeding habits,2021,1,1,Regional Studies in Marine Science,,45,,,"Justino, A.K.S. and Lenoble, V. and Pelage, L. and Ferreira, G.V.B. and Passarone, R. and FrÃ©dou, T. and Lucena FrÃ©dou, F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107316091&doi=10.1016%2fj.rsma.2021.101857&partnerID=40&md5=28cd4287c709feb88f3ea92539e75e80,,,,"Marine ecosystems are reported to be contaminated by microplastics (MPs) (< 5 mm); however, the ecological mechanisms involved in the ingestion of debris by marine organisms are relatively unknown. By developing and optimising an appropriate protocol of gut digestion for fish species, this study explores a tropical estuarine environment to unriddle the processes responsible for the different ingestion rates of plastic debris. A total of 82 fishes with different feeding habits were analysed, Centropomus undecimalis (n = 30; Piscivore), Bairdiella ronchus (n = 21; Zoobenthivore) and Gobionellus stomatus (n = 31; Detritivore). The microplastic ingestion varied with the feeding strategy; C. undecimalis, the predator, was the most contaminated species. Overall, most MPs were fibres (47%), followed by pellets (40%) and fragments (13%), although these proportions varied among species. A high level of contamination was found in the Estuarine Complex of Santa Cruz Channel, Northeast of Brazil, with many potential input sources of MPs to the estuary, which likely accumulates in the sediment and water column, with unknown consequences for human health. Â© 2021 Elsevier B.V.","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Matheus""=>""Excluded""} | RAYYAN-LABELS: MAT: Abstract,QUE: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-684570272,An investigation into the leaching of micro and nano particles and chemical pollutants from disposable face masks - linked to the COVID-19 pandemic,2021,1,1,Water Research,,196,,,"Sullivan, G.L. and Delgado-Gallardo, J. and Watson, T.M. and Sarp, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103065727&doi=10.1016%2fj.watres.2021.117033&partnerID=40&md5=9c0de2dbedde6478b96d3686d15091c1,,,,"The production of disposable plastic face masks (DPFs) in China alone has reached to approximately 200 million a day, in a global effort to tackle the spread of the new SARS-CoV-2 virus. However, improper and unregulated disposals of these DPFs has been and will continue to intensify the plastic pollution problem we are already facing. This study focuses on the emission of pollutants from 7 DPF brands that were submerged in water to simulate environmental conditions if these DPFs were littered. The DPF leachates were filtered by inorganic membranes, and both particle-deposited organic membranes and the filtrates were characterized using techniques such as FTIR, SEM-EDX, Light Microscopy, ICP-MS and LC-MS. Micro and nano scale polymeric fibres, particles, siliceous fragments and leachable inorganic and organic chemicals were observed from all of the tested DPFs. Traces of concerning heavy metals (i.e. lead up to 6.79 Âµg/L) were detected in association with silicon containing fragments. ICP-MS also confirmed the presence of other leachable metals like cadmium (up to 1.92 Âµg/L), antimony (up to 393 Âµg/L) and copper (up to 4.17 Âµg/L). LC-MS analysis identified polar leachable organic species related to plastic additives and contaminants; polyamide-66 monomer and oligomers (nylon-66 synthesis), surfactant molecules, dye-like molecules and polyethylene glycol were all tentatively identified in the leachate. The toxicity of some of the chemicals found and the postulated risks of the rest of the present particles and molecules, raises the question of whether DPFs are safe to be used on a daily basis and what consequences are to be expected after their disposal into the environment. Â© 2021 Elsevier Ltd","Cited By :1 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Matheus""=>""Excluded""} | RAYYAN-LABELS: MAT: Abstract,QUE: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-684570273,Plastic additives: Challenges in ecotox hazard assessment,2021,1,1,PeerJ,,9,,,"Barrick, A. and Champeau, O. and Chatel, A. and Manier, N. and Northcott, G. and Tremblay, L.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104316732&doi=10.7717%2fpeerj.11300&partnerID=40&md5=d0156b6a1585d5a78d96cd15e442b562,,,,"The risk of plastic debris, and specifically micro(nano)plastic particles, to ecosystems remains to be fully characterized. One particular issue that warrants further characterization is the hazards associated with chemical additives within micro (nano)plastic as they are not chemically bound within the polymers and can be persistent and biologically active. Most plastics contain additives and are therefore potential vectors for the introduction of these chemicals into the environment as they leach from plastic, a process that can be accelerated through degradation and weathering processes. There are knowledge gaps on the ecotoxicological effects of plastic additives and how they are released from parent plastic materials as they progressively fragment from the meso to micro and nano scale. This review summarizes the current state of knowledge of the ecotoxicity of plastic additives and identifies research needs to characterize the hazard they present to exposed biota. The potential ecological risk of chemical additives is of international concern so key differences in governance between the European Union and New Zealand to appropriately characterize their risk are highlighted. Â© 2021 PeerJ Inc.. All rights reserved.","Cited By :1 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Matheus""=>""Excluded""} | RAYYAN-LABELS: MAT: Abstract,QUE: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-684570274,Breeding seabirds as vectors of microplastics from sea to land: Evidence from colonies in Arctic Canada,2021,1,1,Science of the Total Environment,,764,,,"Bourdages, M.P.T. and Provencher, J.F. and Baak, J.E. and Mallory, M.L. and Vermaire, J.C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092906784&doi=10.1016%2fj.scitotenv.2020.142808&partnerID=40&md5=a8dc42ff7f197d9a80d0903866007cfd,,,,"The presence and persistence of microplastics in the environment is increasingly recognized, however, how they are distributed throughout environmental systems requires further understanding. Seabirds have been identified as vectors of chemical contaminants from marine to terrestrial environments, and studies have recently identified seabirds as possible vectors of plastic pollution in the marine environment. However, their role in the distribution of microplastic pollution in the Arctic has yet to be explored. We examined two species of seabirds known to ingest plastics: northern fulmars (Fulmarus glacialis; n = 27) and thick-billed murres (Uria lomvia; n = 30) as potential vectors for the transport of microplastics in and around breeding colonies. Our results indicated anthropogenic particles in the faecal precursors of both species. Twenty-four anthropogenic particles were found in the fulmar faecal precursor samples (M = 0.89, SD = 1.09; 23 fibres and one fragment), and 10 anthropogenic particles were found in the murre faecal precursor samples (M = 0.33, SD = 0.92; 5 fibres, 4 fragments, and one foam). Through the use of bird population surveys and the quantification of anthropogenic particles found in the faecal precursors of sampled seabirds from the same colony, we estimate that fulmars and murres may deposit between 3.3 (CIboot 1.9 Ã— 106â€“4.9 Ã— 106) and 45.5 (CIboot 9.1 Ã— 106â€“91.9 Ã— 106) million anthropogenic particles, respectively, per year into the environment during their breeding period at these colonies. These estimates indicate that migratory seabirds could be contributing to the distribution and local hotspots of microplastics in Arctic environments, however, they are still likely a relatively small source of plastic pollution in terms of mass in the environment and may not contribute as much as other reported sources such as atmospheric deposition in the Arctic. Â© 2020 Elsevier B.V.","Cited By :9 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Matheus""=>""Excluded""} | RAYYAN-LABELS: MAT: Abstract,QUE: Abstract | RAYYAN-EXCLUSION-REASONS: 1 - Type of study",,
rayyan-684570275,"Ingestion and Depuration of Microplastics by a Planktivorous Coral Reef Fish, Pomacentrus amboinensis",2021,1,1,Frontiers in Environmental Science,,9,,,"Santana, M.F.M. and Dawson, A.L. and Motti, C.A. and van Herwerden, L. and Lefevre, C. and Kroon, F.J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104263777&doi=10.3389%2ffenvs.2021.641135&partnerID=40&md5=c20ae635afe763503f86be71f97156aa,,,,"Microplastics are ubiquitous contaminants in marine environments and organisms. Concerns about potential impacts on marine organisms are usually associated with uptake of microplastics, especially via ingestion. This study used environmentally relevant exposure conditions to investigate microplastic ingestion and depuration kinetics of the planktivorous damselfish, Pomacentrus amboinensis. Irregular shaped blue polypropylene (PP) particles (longest length 125â€“250 Î¼m), and regular shaped blue polyester (PET) fibers (length 600â€“700 Î¼m) were selected based on physical and chemical characteristics of microplastics commonly reported in the marine environment, including in coral reef ecosystems. Individual adult damselfish were exposed to a single dose of PP particles and PET fibers at concentrations reported for waters of the Great Barrier Reef (i.e., environmentally relevant concentrations, ERC), or future projected higher concentrations (10x ERC, 100x ERC). Measured microplastic concentrations were similar to their nominal values, confirming that PP particles and PET fibers were present at the desired concentrations and available for ingestion by individual damselfish. Throughout the 128-h depuration period, the 88 experimental fish were sampled 2, 4, 8, 16, 32, 64, and 128-h post microplastic exposure and their gastrointestinal tracts (GIT) analyzed for ingested microplastics. While damselfish ingested both experimental microplastics at all concentrations, body burden, and depuration rates of PET fibers were significantly larger and longer, respectively, compared to PP particles. For both microplastic types, exposure to higher concentrations led to an increase in body burden and lower depuration rates. These findings confirm ingestion of PP particles and PET fibers by P. amboinensis and demonstrate for the first time the influence of microplastic characteristics and concentrations on body burden and depuration rates. Finally, despite measures put in place to prevent contamination, extraneous microplastics were recovered from experimental fish, highlighting the challenge to completely eliminate contamination in microplastic exposure studies. These results are critical to inform and continuously improve protocols for future microplastics research, and to elucidate patterns of microplastic contamination and associated risks in marine organisms. Â© Copyright Â© 2021 Santana, Dawson, Motti, van Herwerden, Lefevre and Kroon.","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Matheus""=>""Excluded""} | RAYYAN-LABELS: MAT: Fulltext,QUE: Fulltext | RAYYAN-EXCLUSION-REASONS: 5 - Outcome,3 - Intervention",,
rayyan-684570276,Effect of chorionic villi on the combination action of microplastic particles and cadmium,2021,1,1,Zhongguo Huanjing Kexue/China Environmental Science,,41,3,1422-1428,"Duan, X.-Y. and Guan, W.-L. and Cheng, H.-D. and Dai, Y.-Y. and Wang, L. and Duan, Z.-H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104189766&partnerID=40&md5=343360531cda661462263dcd4d6b90d0,,,,"Polystyrene (PS) particles with sizes of 100nm (n-PS) and 70~250Î¼m (Î¼-PS) were used to investigate their influences on the developmental toxicity of cadmium (Cd). The technologies of embryonic development and metabonomics were utilized to analysis the interaction between microplastic particles and embryonic chorion. In single Cd, n-PS+Cd, and Âµ-PS+Cd treatments, the contents of Cd on embryonic chorion were 3.82, 13.66 and 11.35mg/g, respectively, and the contents of Cd in embryos were 0.24, 0.16 to 0.20mg/g, respectively. The accumulations of Cd increased on embryonic chorion and decreased in embryos were more significantly induced by n-PS (P<0.01). However, Î¼-PS inhibited the embryonic development toxicity of Cd to a greater extent (P=0.006). Metabonomics data confirmed that, the oxidative stress on embryos and the demand for cellular energy induced by Cd were increased in the combined treatment of Cd and n-PS, which might be due to the barrier action of n-PS on embryonic chorion. Therefore, embryonic chorion plays an important role in the early embryonic development toxicities of microplastics. This study will provide some new sights on the research of bio-availability and effect of microplastics in the environment. Â© 2021, Editorial Board of China Environmental Science. All right reserved.","Export Date: 13 June 2021 | RAYYAN-INCLUSION: {""Querusche""=>""Excluded"", ""Matheus""=>""Excluded""} | RAYYAN-LABELS: Translation,MAT: Fulltext,QUE: Fulltext | RAYYAN-EXCLUSION-REASONS: 3 - Intervention",,
